Card Type,City,Country,Customer ID,Customer Name,Date,Date (Week numbers),District,dynamic graph,Highlight,Merchant Catergory,Merchant ID,Merchant Name,Merchant Sub Category,Payment Mode,Payment Status,Payment Status - Failure ,Pin Code,Product,Select Chart,State,Week,ATS,Charge,commission,Failure%,Size,Success%,Tran,Transaction Amount,Transaction Count
Not Applicable,Chandigarh,India,U-127,Devagya Bawa,27-03-2023,Week 13,Chandigarh,Show Transaction Details,No Highlight,Utility Services,788822,Instant Telegraph Inc.,Telegraph Services,Wallet,Failure,TRUE,459871,Online,Week,Chandigarh,13,1180,2,94.4,1,1,0,4.72,4720,4
Not Applicable,Mysore,India,U-128,Krivith Nagoria,23-03-2023,Week 12,Mysore,Show Transaction Details,No Highlight,Agricultural Services,709759,Green Earth Landscaping,Horticultural and Landscaping Services,Wallet,Failure,TRUE,570089,QR,Week,Karnataka,12,1182.666667,2,70.96,1,1,0,3.548,3548,3
Not Applicable,Delhi,India,U-129,Tukaram Asija,19-03-2023,Week 12,Delhi,Show Transaction Details,No Highlight,Agricultural Services,737016,Harvesters Alliance,Agricultural Cooperatives,NetBanking,Initiated,FALSE,110063,Online,Week,Delhi,12,383.6666667,2,23.02,0,1,0,1.151,1151,3
Not Applicable,Patna,India,U-130,Chandraabhaa Tulshidas,15-03-2023,Week 11,Patna,Show Transaction Details,No Highlight,Utility Services,788822,Instant Telegraph Inc.,Telegraph Services,NetBanking,Success,FALSE,145678,Online,Week,Bihar,11,2897.5,2,115.9,0,1,1,5.795,5795,2
Not Applicable,Coorg,India,U-131,Ganga Sastry,14-03-2023,Week 11,Coorg,Show Transaction Details,Highlight,Contracted Services,710794,Polishing Pros,"Sanitation, Polishing and Specialty Cleaning Preparations",EMI,Success,FALSE,561235,Online,Week,Karnataka,11,1749.5,3,209.94,0,100,1,6.998,6998,4
Master,Delhi,India,U-132,Bhuvanraj Bava,12-03-2023,Week 11,Delhi,Show Transaction Details,No Highlight,Transportation Services,796541,Harbor Hopper Rentals,Boat Leases and Boat Rentals,Debit Card,Failure,TRUE,110065,PoS,Week,Delhi,11,1446,2,28.92,1,1,0,1.446,1446,1
Not Applicable,Chandigarh,India,U-133,Usha Batra,11-03-2023,Week 10,Chandigarh,Show Transaction Details,No Highlight,Agricultural Services,709759,Green Earth Landscaping,Horticultural and Landscaping Services,NetBanking,Partially Refunded,FALSE,459872,Online,Week,Chandigarh,10,598.5,2,23.94,0,1,0,1.197,1197,2
Not Applicable,Madurai,India,U-134,Imayan Khandelwal,10-03-2023,Week 10,Madurai,Show Transaction Details,Highlight,Contracted Services,756078,DigiPrint Publishing,Miscellaneous Publishing and Printing,EMI,Success,FALSE,762354,Online,Week,Tamil Nadu,10,3405,3,204.3,0,100,1,6.81,6810,2
Master,Rewari,India,U-135,Sushil Raghavan,09-03-2023,Week 10,Rewari,Show Transaction Details,No Highlight,Contracted Services,764884,Plumbing Wizards Inc.,"Air Conditioning, Heating and Plumbing Contractors",Credit Card,Initiated,FALSE,126748,Online,Week,Haryana,10,1761,2,35.22,0,1,0,1.761,1761,1
Not Applicable,Chennai,India,U-136,Janaash Narula,03-03-2023,Week 9,Chennai,Show Transaction Details,No Highlight,Government Services,763476,PurchasePilot Inc.,I-Purchasing Pilot,UPI,Success,FALSE,769801,Online,Week,Tamil Nadu,9,5364,2,107.28,0,1,1,5.364,5364,1
Not Applicable,Faridabad,India,U-137,Mahaabaahu Bassi,02-03-2023,Week 9,Faridabad,Show Transaction Details,No Highlight,Clothing Stores,758322,The Style Spot,Women’s Ready to Wear Stores,Wallet,Success,FALSE,121001,Online,Week,Haryana,9,1743.75,2,139.5,0,1,1,6.975,6975,4
Not Applicable,Delhi,India,U-138,Amapramaadhy Nayar,27-02-2023,Week 9,Delhi,Show Transaction Details,Highlight,Retail Outlet Services,757606,PipeWorks Co.,Plumbing and Heating Equipment,EMI,Success,FALSE,110005,Online,Week,Delhi,9,5421,3,162.63,0,100,1,5.421,5421,1
Rupay,Ahemdabad,India,U-139,Eva Vala,26-02-2023,Week 9,Ahemdabad,Show Transaction Details,No Highlight,Contracted Services,734853,Woodworks Unlimited,Carpentry Contractors,Debit Card,Success,FALSE,215609,Online,Week,Gujarat,9,1303.5,2,52.14,0,1,1,2.607,2607,2
Not Applicable,Chandigarh,India,U-140,Kirithik Narala,24-02-2023,Week 8,Chandigarh,Show Transaction Details,No Highlight,Contracted Services,710794,Polishing Pros,"Sanitation, Polishing and Specialty Cleaning Preparations",Wallet,Success,FALSE,459871,QR,Week,Chandigarh,8,353.3333333,2,21.2,0,1,1,1.06,1060,3
Not Applicable,Delhi,India,U-141,Gulab Raju,24-02-2023,Week 8,Delhi,Show Transaction Details,No Highlight,Utility Services,783409,Telecom Traders,Telecommunication Equipment Including Telephone Sales,NetBanking,Success,FALSE,110006,Online,Week,Delhi,8,508.6666667,2,30.52,0,1,1,1.526,1526,3
Not Applicable,Chandigarh,India,U-142,Dino Barnawal,22-02-2023,Week 8,Chandigarh,Show Transaction Details,No Highlight,Clothing Stores,733882,Glamour Gals,Women’s Accessory and Specialty Stores,NetBanking,Success,FALSE,459874,Online,Week,Chandigarh,8,2003.333333,2,120.2,0,1,1,6.01,6010,3
Not Applicable,Mysore,India,U-143,Hemendra Barman,21-02-2023,Week 8,Mysore,Show Transaction Details,No Highlight,Government Services,763476,PurchasePilot Inc.,I-Purchasing Pilot,Wallet,Failure,TRUE,560987,Online,Week,Karnataka,8,2067.5,2,82.7,1,1,0,4.135,4135,2
Not Applicable,Visakhapatnam,India,U-144,Kanjan Pillay,21-02-2023,Week 8,Visakhapatnam,Show Transaction Details,No Highlight,Utility Services,711203,BlueSky Communications,"Cable, Satellite, and Other Pay Television and Radio Services",Wallet,Success,FALSE,786543,Online,Week,Andhra Pradesh,8,1375,2,55,0,1,1,2.75,2750,2
Not Applicable,Gurgaon,India,U-145,Kaitav Venkataraman,18-02-2023,Week 7,Gurugram,Show Transaction Details,No Highlight,Contracted Services,727568,Concrete Impressions,Concrete Work Contractors,NetBanking,Success,FALSE,658633,Online,Week,Haryana,7,2913,2,58.26,0,1,1,2.913,2913,1
Not Applicable,Chennai,India,U-146,Bindu Baral,16-02-2023,Week 7,Chennai,Show Transaction Details,No Highlight,Contracted Services,795070,Voltage Valley Electrical,Electrical Contractors,Wallet,Success,FALSE,769801,QR,Week,Tamil Nadu,7,1881.5,2,75.26,0,1,1,3.763,3763,2
Master,Patna,India,U-147,Kaanagan Barad,16-02-2023,Week 7,Patna,Show Transaction Details,No Highlight,Contracted Services,730095,Reliable Air Conditioning Co.,"Air Conditioning, Heating and Plumbing Contractors",Credit Card,Success,FALSE,145678,Online,Week,Bihar,7,1805.666667,2,108.34,0,1,1,5.417,5417,3
Not Applicable,Ujjain,India,U-148,Daivansh Chakma,12-02-2023,Week 7,Ujjain,Show Transaction Details,No Highlight,Contracted Services,730095,Reliable Air Conditioning Co.,"Air Conditioning, Heating and Plumbing Contractors",NetBanking,Success,FALSE,120966,Online,Week,Madhya Pradesh,7,6826,2,136.52,0,1,1,6.826,6826,1
Not Applicable,Patna,India,U-149,Anivardh Bapna,10-02-2023,Week 6,Patna,Show Transaction Details,No Highlight,Retail Outlet Services,764743,IT Innovations,"Computers, Computer Peripheral Equipment, Software",NetBanking,Success,FALSE,145678,Online,Week,Bihar,6,1860.25,2,148.82,0,1,1,7.441,7441,4
Rupay,Ahemdabad,India,U-150,Ela Bapat,09-02-2023,Week 6,Ahemdabad,Show Transaction Details,No Highlight,Clothing Stores,777309,Trendy Trinkets,Women’s Accessory and Specialty Stores,Debit Card,Success,FALSE,215609,Online,Week,Gujarat,6,2634.5,2,105.38,0,1,1,5.269,5269,2
Not Applicable,Mysore,India,U-151,Adhrith Mathai,06-02-2023,Week 6,Mysore,Show Transaction Details,No Highlight,Agricultural Services,710534,AgriVision Cooperative,Agricultural Cooperatives,Wallet,Failure,TRUE,560987,Online,Week,Karnataka,6,1957,2,39.14,1,1,0,1.957,1957,1
Not Applicable,Gurgaon,India,U-152,Kreethin Mehan,04-02-2023,Week 5,Gurugram,Show Transaction Details,Highlight,Agricultural Services,710534,AgriVision Cooperative,Agricultural Cooperatives,EMI,Success,FALSE,658633,Online,Week,Haryana,5,1737.5,3,208.5,0,100,1,6.95,6950,4
Not Applicable,Surat,India,U-153,Hrishit Anwar,03-02-2023,Week 5,Surat,Show Transaction Details,Highlight,Transportation Services,796541,Harbor Hopper Rentals,Boat Leases and Boat Rentals,EMI,Success,FALSE,214567,Online,Week,Gujarat,5,1781,3,53.43,0,100,1,1.781,1781,1
Visa,Rewari,India,U-154,Gouri Lal,03-02-2023,Week 5,Rewari,Show Transaction Details,No Highlight,Miscellaneous Stores,788186,Digital Dreams,Electronics Sales,Debit Card,Success,FALSE,126748,Online,Week,Haryana,5,4524,2,90.48,0,1,1,4.524,4524,1
Master,Indore,India,U-155,Harendra Bano,27-01-2023,Week 4,Indore,Show Transaction Details,No Highlight,Government Services,749866,Super Mart UK,"UK Supermarkets, Electronic Hot File",Credit Card,Failure,TRUE,456987,Online,Week,Madhya Pradesh,4,542.3333333,2,32.54,1,1,0,1.627,1627,3
Master,Nellore,India,U-156,Jagdish Gurubhaiye,24-01-2023,Week 4,Nellore,Show Transaction Details,No Highlight,Agricultural Services,721540,Four Paws Hospital,Veterinary Services,Credit Card,Success,FALSE,789043,Online,Week,Andhra Pradesh,4,1973,2,78.92,0,1,1,3.946,3946,2
Not Applicable,Coimbatore,India,U-157,Karunaanidhi Nadhe,22-01-2023,Week 4,Coimbatore,Show Transaction Details,No Highlight,Retail Outlet Services,764743,IT Innovations,"Computers, Computer Peripheral Equipment, Software",Wallet,Success,FALSE,765412,QR,Week,Tamil Nadu,4,2398,2,47.96,0,1,1,2.398,2398,1
Diners,Mathura,India,U-158,Rajeshvari Palata,16-01-2023,Week 3,Mathura,Show Transaction Details,No Highlight,Agricultural Services,789789,Lawn & Garden Landscaping,Horticultural and Landscaping Services,Credit Card,Success,FALSE,179034,PoS,Week,Uttar Pradesh,3,1991,3,59.73,0,1,1,1.991,1991,1
Not Applicable,Madurai,India,U-159,Januj Balay,16-01-2023,Week 3,Madurai,Show Transaction Details,Highlight,Clothing Stores,740340,The Wig Boutique,Wig and Toupee Shops,EMI,Success,FALSE,762354,Online,Week,Tamil Nadu,3,6326,3,189.78,0,100,1,6.326,6326,1
Rupay,Ahemdabad,India,U-160,Kailas Shere,12-01-2023,Week 2,Ahemdabad,Show Transaction Details,No Highlight,Contracted Services,727568,Concrete Impressions,Concrete Work Contractors,Debit Card,Success,FALSE,215609,Online,Week,Gujarat,2,2664,2,53.28,0,1,1,2.664,2664,1
Not Applicable,Visakhapatnam,India,U-161,Denarsan Contractor,11-01-2023,Week 2,Visakhapatnam,Show Transaction Details,No Highlight,Government Services,715500,Enterprise Exchange,Intra-Company Purchases,UPI,Success,FALSE,786543,QR,Week,Andhra Pradesh,2,2103,2,126.18,0,1,1,6.309,6309,3
Visa,Delhi,India,U-162,Brajraaj Banik,11-01-2023,Week 2,Delhi,Show Transaction Details,No Highlight,Government Services,715500,Enterprise Exchange,Intra-Company Purchases,Debit Card,Success,FALSE,110066,PoS,Week,Delhi,2,487.75,2,39.02,0,1,1,1.951,1951,4
Not Applicable,Coorg,India,U-163,Dharmik Malwan,07-01-2023,Week 1,Coorg,Show Transaction Details,No Highlight,Miscellaneous Stores,765657,Savoury Foods,Eating Places and Restaurants,NetBanking,Success,FALSE,561235,Online,Week,Karnataka,1,1296.25,2,103.7,0,1,1,5.185,5185,4
Not Applicable,Gurgaon,India,U-164,Bhagyamma Raj,06-01-2023,Week 1,Gurugram,Show Transaction Details,Highlight,Contracted Services,740260,Quality Woodcrafts,Carpentry Contractors,EMI,Success,FALSE,658633,Online,Week,Haryana,1,2148.333333,3,193.35,0,100,1,6.445,6445,3
Not Applicable,Nellore,India,U-165,Sitaram Kansal,02-01-2023,Week 1,Nellore,Show Transaction Details,No Highlight,Contracted Services,730095,Reliable Air Conditioning Co.,"Air Conditioning, Heating and Plumbing Contractors",Wallet,Failure,TRUE,789043,Online,Week,Andhra Pradesh,1,571,2,34.26,1,1,0,1.713,1713,3
Master,Rewari,India,U-166,Indra Dewan,18-03-2023,Week 11,Rewari,Show Transaction Details,No Highlight,Contracted Services,700001,NS Services,"Air Conditioning, Heating and Plumbing Contractors",Debit Card,Success,FALSE,126748,Pos,Week,Haryana,11,1966.5,2,157.32,0,1,1,7.866,7866,4
Not Applicable,Gandhinagar,India,U-167,Karkuzhali Bhal,14-02-2023,Week 7,Gandhinagar,Show Transaction Details,Highlight,Contracted Services,700001,NS Services,"Air Conditioning, Heating and Plumbing Contractors",EMI,Success,FALSE,213478,Online,Week,Gujarat,7,756,3,68.04,0,100,1,2.268,2268,3
Not Applicable,Agra,India,U-168,Karnish Naidu,17-04-2023,Week 16,Agra,Show Transaction Details,No Highlight,Contracted Services,700001,NS Services,"Sanitation, Polishing and Specialty Cleaning Preparations",NetBanking,Partially Refunded,FALSE,348062,Online,Week,Uttar Pradesh,16,952.3333333,2,57.14,0,1,0,2.857,2857,3
Not Applicable,Mathura,India,U-169,Baldev Prabhakar,12-04-2023,Week 15,Mathura,Show Transaction Details,Highlight,Contracted Services,700001,NS Services,"Sanitation, Polishing and Specialty Cleaning Preparations",EMI,Success,FALSE,179034,Online,Week,Uttar Pradesh,15,1950.333333,3,175.53,0,100,1,5.851,5851,3
Master,Agra,India,U-170,Jaya Bal,30-04-2023,Week 18,Agra,Show Transaction Details,No Highlight,Contracted Services,700001,NS Services,"Air Conditioning, Heating and Plumbing Contractors",Debit Card,Success,FALSE,348062,PoS,Week,Uttar Pradesh,18,3939.5,2,157.58,0,1,1,7.879,7879,2
Not Applicable,Chandigarh,India,U-171,Biravinkumar Nagraj,14-04-2023,Week 15,Chandigarh,Show Transaction Details,No Highlight,Contracted Services,700001,NS Services,"Air Conditioning, Heating and Plumbing Contractors",UPI,Success,FALSE,459870,Online,Week,Chandigarh,15,2097.666667,2,125.86,0,1,1,6.293,6293,3
Master,Indore,India,U-172,Chitrank Pal,30-04-2023,Week 18,Indore,Show Transaction Details,No Highlight,Contracted Services,764884,Plumbing Wizards Inc.,"Air Conditioning, Heating and Plumbing Contractors",Credit Card,Failure,TRUE,456987,Online,Week,Madhya Pradesh,18,3099.5,2,123.98,1,1,0,6.199,6199,2
Not Applicable,Chandigarh,India,U-173,Jamila Sugathan,27-04-2023,Week 17,Chandigarh,Show Transaction Details,Highlight,Agricultural Services,721540,Four Paws Hospital,Veterinary Services,EMI,Partially Refunded,FALSE,459871,Online,Week,Chandigarh,17,2585,3,77.55,0,100,0,2.585,2585,1
Not Applicable,Delhi,India,U-174,Kokulavarman Baiswar,25-04-2023,Week 17,Delhi,Show Transaction Details,Highlight,Miscellaneous Stores,712656,ElectroMart,Electronics Sales,EMI,Success,FALSE,110065,Online,Week,Delhi,17,5499,3,164.97,0,100,1,5.499,5499,1
Not Applicable,Gurgaon,India,U-175,Chaand Bail,24-04-2023,Week 17,Gurugram,Show Transaction Details,Highlight,Contracted Services,727070,Pro Climate Control Inc.,"Air Conditioning, Heating and Plumbing Contractors",EMI,Success,FALSE,658633,Online,Week,Haryana,17,1724.25,3,206.91,0,100,1,6.897,6897,4
Not Applicable,Agra,India,U-176,Dheemant Sridhar,23-04-2023,Week 17,Agra,Show Transaction Details,No Highlight,Miscellaneous Stores,733221,Tasty Treats Catering Co.,Caterers,NetBanking,Success,FALSE,348062,Online,Week,Uttar Pradesh,17,3392.5,2,135.7,0,1,1,6.785,6785,2
Visa,Rewari,India,U-177,Atharshan Shan,20-04-2023,Week 16,Rewari,Show Transaction Details,No Highlight,Retail Outlet Services,701854,HeatMaster Supplies,Plumbing and Heating Equipment,Debit Card,Success,FALSE,126748,Online,Week,Haryana,16,1117,2,89.36,0,1,1,4.468,4468,4
Visa,Rewari,India,U-178,Karohanth Bhriguvanshi,18-04-2023,Week 16,Rewari,Show Transaction Details,No Highlight,Miscellaneous Stores,724170,Pawn Palace,Pawn Shops,Debit Card,Refunded,FALSE,126748,PoS,Week,Haryana,16,696,2,27.84,0,1,0,1.392,1392,2
Visa,Ahemdabad,India,U-179,Jacob Bahri,17-04-2023,Week 16,Ahemdabad,Show Transaction Details,No Highlight,Contracted Services,772359,CleanSweep Supplies,"Sanitation, Polishing and Specialty Cleaning Preparations",Debit Card,Success,FALSE,215609,Online,Week,Gujarat,16,1077.25,2,86.18,0,1,1,4.309,4309,4
Visa,Lucknow,India,U-180,Baherathan Badami,16-04-2023,Week 16,Lucknow,Show Transaction Details,No Highlight,Contracted Services,753114,Circuit City Electrical,Electrical Contractors,Debit Card,Success,FALSE,120936,Pos,Week,Uttar Pradesh,16,2113,2,126.78,0,1,1,6.339,6339,3
Not Applicable,Mathura,India,U-181,Vishnu Sachar,11-04-2023,Week 15,Mathura,Show Transaction Details,No Highlight,Contracted Services,727070,Pro Climate Control Inc.,"Air Conditioning, Heating and Plumbing Contractors",NetBanking,Success,FALSE,179034,Online,Week,Uttar Pradesh,15,1725,2,69,0,1,1,3.45,3450,2
Master,Nellore,India,U-182,Susila Omkar,09-04-2023,Week 15,Nellore,Show Transaction Details,No Highlight,Utility Services,786063,Connect Communications,Telecommunication Equipment Including Telephone Sales,Credit Card,Success,FALSE,789043,Online,Week,Andhra Pradesh,15,1000,2,80,0,1,1,4,4000,4
Not Applicable,Chandigarh,India,U-183,Abhivadan Babu,06-04-2023,Week 14,Chandigarh,Show Transaction Details,No Highlight,Government Services,749866,Super Mart UK,"UK Supermarkets, Electronic Hot File",Wallet,Success,FALSE,567890,Online,Week,Chandigarh,14,809,2,32.36,0,1,1,1.618,1618,2
Diners,Bangalore,India,U-184,Areen Azmi,05-04-2023,Week 14,Bangalore,Show Transaction Details,No Highlight,Agricultural Services,718057,AgriMax Cooperative,Agricultural Cooperatives,Credit Card,Success,FALSE,560035,Online,Week,Karnataka,14,2451.333333,3,220.62,0,1,1,7.354,7354,3
Not Applicable,Vijaywada,India,U-185,Cheyandhan Narang,04-04-2023,Week 14,Vijaywada,Show Transaction Details,No Highlight,Transportation Services,796541,Harbor Hopper Rentals,Boat Leases and Boat Rentals,Wallet,Success,FALSE,785412,Online,Week,Andhra Pradesh,14,399.6666667,2,23.98,0,1,1,1.199,1199,3
Not Applicable,Patna,India,U-186,Jaykumar Azam,04-04-2023,Week 14,Patna,Show Transaction Details,No Highlight,Miscellaneous Stores,740136,Culinary Concepts Catering,Caterers,NetBanking,Success,FALSE,145678,Online,Week,Bihar,14,1190,2,71.4,0,1,1,3.57,3570,3
Not Applicable,Gurgaon,India,U-187,Ashutosh Belide,30-03-2023,Week 13,Gurugram,Show Transaction Details,No Highlight,Retail Outlet Services,787514,Ace Hardware Emporium,Hardware Equipment and Supplies,NetBanking,Success,FALSE,658633,Online,Week,Haryana,13,3939.5,2,157.58,0,1,1,7.879,7879,2
Amex,Surat,India,U-188,Kottraiventhan Akolkar,29-03-2023,Week 13,Surat,Show Transaction Details,No Highlight,Utility Services,786063,Connect Communications,Telecommunication Equipment Including Telephone Sales,Credit Card,Success,FALSE,214567,Online,Week,Gujarat,13,1149.666667,3,103.47,0,1,1,3.449,3449,3
Master,Coimbatore,India,U-189,Labigan Dada,22-03-2023,Week 12,Coimbatore,Show Transaction Details,No Highlight,Agricultural Services,718057,AgriMax Cooperative,Agricultural Cooperatives,Debit Card,Success,FALSE,765412,Online,Week,Tamil Nadu,12,3954,2,79.08,0,1,1,3.954,3954,1
Not Applicable,Lucknow,India,U-190,Dridhasandha Oak,18-03-2023,Week 11,Lucknow,Show Transaction Details,No Highlight,Utility Services,783409,Telecom Traders,Telecommunication Equipment Including Telephone Sales,UPI,Success,FALSE,120936,QR,Week,Uttar Pradesh,11,3581.5,2,143.26,0,1,1,7.163,7163,2
Not Applicable,Delhi,India,U-191,Maulesh Mahato,16-03-2023,Week 11,Delhi,Show Transaction Details,No Highlight,Miscellaneous Stores,786117,Elite Household,Household Appliance Stores,NetBanking,Partially Refunded,FALSE,110067,Online,Week,Delhi,11,4440,2,88.8,0,1,0,4.44,4440,1
Not Applicable,Coimbatore,India,U-192,Balvir Randhawa,12-03-2023,Week 11,Coimbatore,Show Transaction Details,No Highlight,Clothing Stores,749824,Sparkling Sensations,Women’s Accessory and Specialty Stores,Wallet,Success,FALSE,765412,QR,Week,Tamil Nadu,11,1816.75,2,145.34,0,1,1,7.267,7267,4
Not Applicable,Silchar,India,U-193,Mandhatri Atri,11-03-2023,Week 10,Silchar,Show Transaction Details,No Highlight,Agricultural Services,709759,Green Earth Landscaping,Horticultural and Landscaping Services,NetBanking,Success,FALSE,336789,Online,Week,Assam,10,2885,2,115.4,0,1,1,5.77,5770,2
Visa,Lucknow,India,U-194,Harithevan Baranwal,06-03-2023,Week 10,Lucknow,Show Transaction Details,No Highlight,Government Services,715500,Enterprise Exchange,Intra-Company Purchases,Debit Card,Success,FALSE,120936,Pos,Week,Uttar Pradesh,10,602.25,2,48.18,0,1,1,2.409,2409,4
Not Applicable,Delhi,India,U-195,Khrishang Athar,04-03-2023,Week 9,Delhi,Show Transaction Details,Highlight,Contracted Services,764884,Plumbing Wizards Inc.,"Air Conditioning, Heating and Plumbing Contractors",EMI,Success,FALSE,110065,Online,Week,Delhi,9,3243,3,97.29,0,100,1,3.243,3243,1
